63
(-16.6667,-11.1111) 30 (-16.6667,3.55271e-015) 20 6.16496e-005 0.0001 24 8 9 10 26 53
(-16.6667,-22.2222) 31 (-16.6667,-33.3333) 34 2.23823e-005 0.0001 25 26 27 29 39 55
(-16.6667,-22.2222) 31 (-16.6667,-11.1111) 30 1.64134e-005 0.0001 26 24 25 53 55
(-16.6667,-44.4444) 32 (-16.6667,-33.3333) 34 3.51235e-005 0.0001 27 25 29 39 46
(-16.6667,44.4444) 33 (-16.6667,33.3333) 26 4.95431e-005 0.0001 28 17 18 19 42
(-16.6667,-33.3333) 34 (16.6667,-33.3333) 37 0.000118359 0.0001 29 15 25 27 33 39
(-16.6667,22.2222) 35 (-5.55556,22.2222) 52 5.00368e-005 0.0001 30 19 21 31 57 60
(-16.6667,11.1111) 36 (-16.6667,22.2222) 35 2.86764e-006 0.0001 31 10 19 30 32
(-16.6667,11.1111) 36 (-5.55556,11.1111) 50 5.15918e-005 0.0001 32 10 12 31 56 57
(16.6667,-33.3333) 37 (50,-33.3333) 9 0.000127621 0.0001 33 15 29
(16.6667,22.2222) 38 (16.6667,11.1111) 39 1.1553e-006 0.0001 34 35 36 58 61
(16.6667,22.2222) 38 (16.6667,33.3333) 29 4.90955e-005 0.0001 35 22 23 34 61
(16.6667,11.1111) 39 (16.6667,3.55271e-015) 23 5.2533e-005 0.0001 36 13 14 15 34 58
(-38.8889,-33.3333) 40 (-27.7778,-33.3333) 41 5.11341e-005 0.0001 37 2 38 39 45 47
(-38.8889,-33.3333) 40 (-38.8889,-22.2222) 47 1.71555e-006 0.0001 38 2 5 37 45 50 51
(-27.7778,-33.3333) 41 (-16.6667,-33.3333) 34 6.08531e-005 0.0001 39 25 27 29 37 47
(-38.8889,44.4444) 42 (-27.7778,44.4444) 43 6.27546e-005 0.0001 40 3 41 42 43
(-38.8889,44.4444) 42 (-38.8889,33.3333) 24 3.30287e-006 0.0001 41 1 3 16 40
(-27.7778,44.4444) 43 (-16.6667,44.4444) 33 4.95431e-005 0.0001 42 28 40 43
(-27.7778,44.4444) 43 (-27.7778,33.3333) 25 1.32115e-005 0.0001 43 16 17 40 42
(-38.8889,-44.4444) 44 (-27.7778,-44.4444) 45 4.45175e-005 0.0001 44 4 45 46 47
(-38.8889,-44.4444) 44 (-38.8889,-33.3333) 40 2.77739e-006 0.0001 45 2 4 37 38 44
(-27.7778,-44.4444) 45 (-16.6667,-44.4444) 32 3.51235e-005 0.0001 46 27 44 47
(-27.7778,-44.4444) 45 (-27.7778,-33.3333) 41 9.39399e-006 0.0001 47 37 39 44 46
(-38.8889,-11.1111) 46 (-38.8889,3.55271e-015) 18 5.95078e-006 0.0001 48 0 6 7 49 50
(-38.8889,-11.1111) 46 (-27.7778,-11.1111) 48 5.46567e-005 0.0001 49 6 48 50 52 53 54
(-38.8889,-22.2222) 47 (-38.8889,-11.1111) 46 4.40981e-006 0.0001 50 5 6 38 48 49 51
(-38.8889,-22.2222) 47 (-27.7778,-22.2222) 49 4.90936e-005 0.0001 51 5 38 50 54 55
(-27.7778,-11.1111) 48 (-27.7778,3.55271e-015) 19 1.93933e-005 0.0001 52 7 8 49 53 54
(-27.7778,-11.1111) 48 (-16.6667,-11.1111) 30 4.52362e-005 0.0001 53 24 26 49 52 54
(-27.7778,-22.2222) 49 (-27.7778,-11.1111) 48 9.97289e-006 0.0001 54 49 51 52 53 55
(-27.7778,-22.2222) 49 (-16.6667,-22.2222) 31 3.87957e-005 0.0001 55 25 26 51 54
(-5.55556,11.1111) 50 (5.55556,11.1111) 51 6.16476e-005 0.0001 56 12 32 57 58 59
(-5.55556,11.1111) 50 (-5.55556,22.2222) 52 1.31262e-006 0.0001 57 12 21 30 32 56 60
(5.55556,11.1111) 51 (16.6667,11.1111) 39 5.13777e-005 0.0001 58 34 36 56 59
(5.55556,11.1111) 51 (5.55556,3.55271e-015) 22 1.02982e-005 0.0001 59 11 13 56 58
(-5.55556,22.2222) 52 (5.55556,22.2222) 53 6.03066e-005 0.0001 60 21 30 57 61 62
(5.55556,22.2222) 53 (16.6667,22.2222) 38 5.02508e-005 0.0001 61 34 35 60 62
(5.55556,22.2222) 53 (5.55556,33.3333) 28 1.00275e-005 0.0001 62 20 22 60 61
